state_ut,rank_in_state,city_town,market_tier,current_low_psf,current_high_psf,bear_cagr_pct,base_cagr_pct,bull_cagr_pct,base_2030_low_psf,base_2030_high_psf,water_score_10,water_risk,economic_engine,infra_drivers,live_developments,in_progress_developments,planned_future_developments,key_checks,investment_view
Arunachal Pradesh,1,Itanagar,Large growth city,3800,10200,5.5,8.0,11.0,5200,13900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,2,Naharlagun,Large growth city,3800,10200,5.5,8.0,11.0,5200,13900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,3,Pasighat,Large growth city,3800,10200,5.5,8.0,11.0,5200,13900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,4,Tawang,Mid-size city,2100,6000,4.5,7.0,10.0,2800,7900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,5,Ziro,Mid-size city,2100,6000,4.5,7.0,10.0,2800,7900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,6,Bomdila,Mid-size city,2100,6000,4.5,7.0,10.0,2800,7900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,7,Tezu,Emerging town,1000,3600,4.0,6.5,9.5,1300,4600,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,8,Roing,Emerging town,1000,3600,4.0,6.5,9.5,1300,4600,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,9,Aalo,Emerging town,1000,3600,4.0,6.5,9.5,1300,4600,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Arunachal Pradesh,10,Namsai,Emerging town,1000,3600,4.0,6.5,9.5,1300,4600,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,1,Guwahati,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,9,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,2,Silchar,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,3,Dibrugarh,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,4,Jorhat,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,5,Tezpur,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,6,Nagaon,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,7,Tinsukia,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,8,Bongaigaon,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,9,Sivasagar,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Assam,10,Dhubri,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,8,Low,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Bihar,1,Patna,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Bihar,2,Gaya,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Bihar,3,Muzaffarpur,Large growth city,4000,10800,5.5,8.0,11.0,5400,14700,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Bihar,4,Bhagalpur,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Bihar,5,Darbhanga,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Bihar,6,Purnia,Mid-size city,2200,6300,4.5,7.0,10.0,2900,8300,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
Bihar,7,Ara,Emerging town,1100,3800,4.0,6.5,9.5,1400,4900,6,Medium,"State capital/district growth, tourism, government services, trade, or local industry-led demand.","Road widening, ring-road/highway access, airport/rail improvements, urban expansion and state industrial corridors where applicable.","Existing city economy, current highway/rail connectivity, active residential plotted layouts in peripheral belts where land is available.","Bypass/ring-road upgrades, industrial parks/logistics nodes, transit/airport upgrades, water and sewerage expansion where sanctioned.","Long-range economic corridor spillover, greenfield logistics/industrial nodes, metro/rapid transit proposals in larger metros, and planned urban extensions.","Check title chain, conversion, local development authority approval, RERA applicability, flood/CRZ/forest restrictions, access road width, and assured water source.","Shortlist only if water, title, and approval quality clear the filter; use as a comparative screener, not a buy recommendation."
